timestamp,phase,ls_product_id,item,action,notes
2026-05-12T19:58:47.010715Z,1-rename,b5d99d6d-ce13-4076-a1f8-6c2a58ffe895,Cowboy Cut® Original Fit - Navy - 0013M / 27x31,RENAMED,old=Cowboy Cut® Original Fit - Navy - 0013M
2026-05-12T19:58:47.010715Z,1-rename,0a988aee-1e2f-4049-8bc3-f995df8da2f3,Cowboy Cut Original Fit - 13MWZ - NAVY / 27x32,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,c7fcd682-6b61-4eb4-ad80-e0fc03910b08,Cowboy Cut Original Fit - 13MWZ - NAVY / 27x33,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,a99799f2-863c-4631-bb66-8d318500de2a,Cowboy Cut Original Fit - 13MWZ - NAVY / 27x34,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,17ccfb91-8cd1-4ad8-be94-db45d69e5c38,Cowboy Cut Original Fit - 13MWZ - NAVY / 27x36,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,713c3319-da90-413e-a15f-db52674c14c4,Cowboy Cut Original Fit - 13MWZ - NAVY / 27x38,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,5447230b-aa12-4962-884b-7c5ca76cf212,Cowboy Cut Original Fit - 13MWZ - NAVY / 28x32,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,20e6bc98-f5d7-4f42-b9c1-912092216df2,Cowboy Cut Original Fit - 13MWZ - NAVY / 28x34,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,7a47a9ae-2beb-4d0e-b4cf-97fdafa745cf,Cowboy Cut Original Fit - 13MWZ - NAVY / 28x36,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,7c0743e2-9047-4673-8a27-b514e1081cda,Cowboy Cut Original Fit - 13MWZ - NAVY / 29x34,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,fd6e4b38-ef93-4e94-9a59-4a27cf719e88,Cowboy Cut Original Fit - 13MWZ - NAVY / 29x40,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,f8645534-8b13-4559-8830-d3e06b98f116,Cowboy Cut Original Fit - 13MWZ - NAVY / 29x36,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,8b3b0acf-e79b-42da-b862-43848ea2faaa,Cowboy Cut Original Fit - 13MWZ - NAVY / 29x38,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,751b9f91-b9c2-4ae4-a639-c621f6bd02bb,Cowboy Cut Original Fit - 13MWZ - NAVY / 30x29,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,f57fabc3-6727-47f6-9969-7ed3c8174494,Cowboy Cut Original Fit - 13MWZ - NAVY / 28x30,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,748f8be4-b9f1-4aef-abc0-d0e5edfe54c6,Cowboy Cut Original Fit - 13MWZ - NAVY / 28x33,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,e4f6c7d0-2531-4ef6-9c57-23bd0b64f0a6,Cowboy Cut Original Fit - 13MWZ - NAVY / 29x30,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,19b52afa-800a-4950-bfb1-0886b82015b9,Cowboy Cut Original Fit - 13MWZ - NAVY / 29x31,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,e1f88fb0-c071-43b7-a0a6-bc030711d7ae,Cowboy Cut Original Fit - 13MWZ - NAVY / 29x32,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,fcbaf32a-6307-48f0-ae97-3e27fa337bc3,Cowboy Cut Original Fit - 13MWZ - NAVY / 28x31,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,b188e8c3-0fc8-46e5-9ca7-f2166b4b99d3,Cowboy Cut Original Fit - 13MWZ - NAVY / 28x38,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,7369587d-f100-4308-aa17-fe68136fb9e2,Cowboy Cut Original Fit - 13MWZ - NAVY / 29x33,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,4aca874e-e34b-4162-94f1-f4b60929be56,Cowboy Cut Original Fit - 13MWZ - NAVY / 30x30,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,029b0e53-40e2-4174-b9b6-be1dc315b6b6,Cowboy Cut Original Fit - 13MWZ - NAVY / 30x31,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,fc2619b6-0bd6-4850-ab66-7b22a8564fbf,Cowboy Cut Original Fit - 13MWZ - NAVY / 30x32,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,2cf02538-747f-4b59-912a-99e1a6fb6fa4,Cowboy Cut Original Fit - 13MWZ - NAVY / 30x33,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,975a5ded-df2b-42f2-b024-aeba8f08af36,Cowboy Cut Original Fit - 13MWZ - NAVY / 30x34,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,4275ccee-9b87-4a8e-bb10-4b64fc771db3,Cowboy Cut Original Fit - 13MWZ - NAVY / 30x36,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,baf5b884-6295-4da4-91f1-3a036c3c64fe,Cowboy Cut Original Fit - 13MWZ - NAVY / 30x38,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,5b43f4ef-a2e8-4ed8-92b9-46332f0c0451,Cowboy Cut Original Fit - 13MWZ - NAVY / 30x40,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,059bd79b-2b6f-4401-b157-e27c64533478,Cowboy Cut Original Fit - 13MWZ - NAVY / 31x29,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,4f0a1c98-9ae3-484f-b274-71632d3f7b19,Cowboy Cut Original Fit - 13MWZ - NAVY / 31x30,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,849b83eb-ff4c-475f-ba42-a81e957d7ab4,Cowboy Cut Original Fit - 13MWZ - NAVY / 31x31,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,0248700f-ae11-498f-b9dd-6bd998c447cd,Cowboy Cut Original Fit - 13MWZ - NAVY / 31x32,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,3efb69fa-eb97-47e0-baf7-490cb7e42eaa,Cowboy Cut Original Fit - 13MWZ - NAVY / 31x33,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,ef54338f-4c0e-437d-9ba4-9fe7ea8eced8,Cowboy Cut Original Fit - 13MWZ - NAVY / 31x34,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,e7645b38-c60e-4b42-a6f8-ee35132deb6a,Cowboy Cut Original Fit - 13MWZ - NAVY / 31x36,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,7665a33a-ec6c-4339-bdc9-1aaa00d88142,Cowboy Cut Original Fit - 13MWZ - NAVY / 31x38,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,8224ddf6-1af8-4499-a7ce-66f3270db6d0,Cowboy Cut Original Fit - 13MWZ - NAVY / 31x40,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,bd5183bd-dd0a-4072-af22-b606d6f619a4,Cowboy Cut Original Fit - 13MWZ - NAVY / 32x29,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,b0cfd30f-cd48-4ed7-afdf-7fee986ffc52,Cowboy Cut Original Fit - 13MWZ - NAVY / 32x30,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,94fd9fb6-82bf-4b97-ab1a-a7a08933eb05,Cowboy Cut Original Fit - 13MWZ - NAVY / 32x31,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,476620d7-2215-4b9e-a336-00fcf7814c49,Cowboy Cut Original Fit - 13MWZ - NAVY / 32x32,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,d3d8743f-cd28-425c-866a-4f5663d04ca0,Cowboy Cut Original Fit - 13MWZ - NAVY / 32x33,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,4a62fe9a-e70e-4992-ac44-b467fd28b1c7,Cowboy Cut Original Fit - 13MWZ - NAVY / 32x34,SKIP_ALREADY_CORRECT,
2026-05-12T19:58:47.010715Z,1-rename,56f616f7-bd25-4052-a502-2b34589efbe3,Cowboy Cut Original Fit - 13MWZ - NAVY / 32x36,SKIP_ALREADY_CORRECT,
