source_pid,orphan_sku,ls_product_id,ls_uuid_found,style_number_raw,style_number_clean,embedded_color_code,brand,supplier,category,barcode,retail_price,supply_price,color,size,item_name
5805,A-RHE-RRSHOT-3042-NAT-7-3/8,47eb1113-a4fa-4b60-b669-1db002cc017c,Y,RRSHOT-3042,RRSHOT-3042,,RHE Hatco,"HATCO (RHE Hatco, Inc.)",Hats - Straw,717220587555,49.95,,Natural,7 3/8,Hatco Shootout Hat
5806,A-RHE-RSSHOT-3042-NAT-7-1/4,7bba8805-d90d-4b5a-9706-5b3e1605f0c7,Y,RSSHOT-3042,RSSHOT-3042,,RHE Hatco,"HATCO (RHE Hatco, Inc.)",Hats - Straw,717220587548,49.95,,Natural,7 1/4,Hatco Shootout Hat
5807,A-RHE-R5SH0T-3042-NAT-7-1/8,7c3a1ff5-91d0-4352-b2b3-cab207ec6da6,Y,R5SH0T-3042,R5SH0T-3042,,RHE Hatco,"HATCO (RHE Hatco, Inc.)",Hats - Straw,717220587531,49.95,,Natural,7 1/8,Hatco Shootout Hat
5809,A-RHE-RSSHOT-3042-NEU-6-7/8,6de33952-d825-4d5a-b0e9-2799ac7da7cc,Y,RSSHOT-3042,RSSHOT-3042,,RHE Hatco,"HATCO (RHE Hatco, Inc.)",Hats - Straw,717220587517,49.95,,Neutral,6 7/8,Hatco Shootout Hat
5810,A-RHE-RSSHOT-3042-NAT-6-3/4,716d05b2-6ee8-4cb0-aeb2-fbbeb467bad0,Y,RSSHOT-3042,RSSHOT-3042,,RHE Hatco,"HATCO (RHE Hatco, Inc.)",Hats - Straw,717220587500,49.95,,Natural,6 3/4,Hatco Shootout Hat
5832,A-MFW-A73124-7.625-7-5/8,e9970eb3-3504-4bff-8520-968fb5227930,Y,A73124-7.625,A73124-7.625,,M&F Western Products,M&F Western Products,Hats - Straw,701340536791,42.85,,,7 5/8,A73124
5833,A-MFW-A73124-7.5-7-1/2,48266175-181d-4aea-b11a-fe95cef0e112,Y,A73124-7.5,A73124-7.5,,M&F Western Products,M&F Western Products,Hats - Straw,701340536784,42.95,,,7 1/2,Hat A73124
5834,A-MFW-A73124-7.375-7-3/8,31b72a15-2ea8-4ada-886d-c575d18ce63f,Y,A73124-7.375,A73124-7.375,,M&F Western Products,M&F Western Products,Hats - Straw,701340536777,42.95,,,7 3/8,A73124 Hat
5835,A-MFW-A73124-7.375-7-3/8,31b72a15-2ea8-4ada-886d-c575d18ce63f,Y,A73124-7.375,A73124-7.375,,M&F Western Products,M&F Western Products,Hats - Straw,,42.95,,,7 3/8,A73124 Hat
5836,A-MFW-A73124-7.25-7-1/4,b304166a-c8e3-45a9-84d8-2237eebe0920,Y,A73124-7.25,A73124-7.25,,M&F Western Products,M&F Western Products,Hats - Straw,701340536760,42.95,,,7 1/4,A73124 Hat
5837,A-MFW-A73124-7.25-7-1/4,b304166a-c8e3-45a9-84d8-2237eebe0920,Y,A73124-7.25,A73124-7.25,,M&F Western Products,M&F Western Products,Hats - Straw,,42.95,42.95,,7 1/4,A73124 Hat
5838,A-MFW-A73124-7.125-7-1/8,ef01dfc5-8ad4-4b90-8109-4bb9a4f65c2d,Y,A73124-7.125,A73124-7.125,,M&F Western Products,M&F Western Products,Hats - Straw,701340536753,42.95,,,7 1/8,A73124 Hat
5839,A-MFW-A73124-7.125-7-1/8,ef01dfc5-8ad4-4b90-8109-4bb9a4f65c2d,Y,A73124-7.125,A73124-7.125,,M&F Western Products,M&F Western Products,Hats - Straw,,42.95,,,7 1/8,A73124 Hat
5841,A-MFW-A73124-6.875-7-7/8,afbcfc91-67d6-40e8-a241-21c189e25685,Y,A73124-6.875,A73124-6.875,,M&F Western Products,M&F Western Products,Hats - Straw,701340536739,42.95,,,7 7/8,A73124 Hat
5842,A-MFW-A73148-7.5-7-1/2,bbc1dc7e-1eb9-4f43-bbe4-02ea93417fa0,Y,A73148-7.5,A73148-7.5,,M&F Western Products,M&F Western Products,Hats - Straw,701340575738,90.95,,,7 1/2,Ariat Hat
5845,A-MFW-A73148-7.125-7-1/8,39805ca0-0135-4502-9c60-cbae287d5f76,Y,A73148-7.125,A73148-7.125,,M&F Western Products,M&F Western Products,Hats - Straw,701340575707,90.95,,,7 1/8,Ariat Hat
5846,A-MFW-A73148-7-125-7-1/8,088b38cb-6777-4f42-89ac-c6922d2f923b,Y,A73148-7 125,A73148-7,125,M&F Western Products,M&F Western Products,Hats - Straw,,90.95,,,7 1/8,Ariat Hat
5849,A-MFW-A73148-6.875-6-7/8,1b7ddf4c-634c-4698-8db6-6bbddc99ae2e,Y,A73148-6.875,A73148-6.875,,M&F Western Products,M&F Western Products,Hats - Straw,701340575684,90.95,,,6 7/8,"SISOL SS/SS 4 1/4""Choc"
5850,A-MFW-T71621-7.625-7-5/8,d9e2de4e-224d-48a6-b17f-a0c390ec2cea,Y,T71621-7.625,T71621-7.625,,M&F Western Products,M&F Western Products,Hats - Straw,701340526174,41.95,,,7 5/8,Twister Hat
5851,A-MFW-T71621-7.375-7-3/8,b872b1f5-dd2d-4cc0-af94-55d41d4f4d63,Y,T71621-7.375,T71621-7.375,,M&F Western Products,M&F Western Products,Hats - Straw,,41.95,,,7 3/8,Twister Hat
5852,A-MFW-T71621-7.25-7-1/4,75d836b4-9121-4f72-999d-85caa6100b85,Y,T71621-7.25,T71621-7.25,,M&F Western Products,M&F Western Products,Hats - Straw,701340526143,41.95,,,7 1/4,Twister Hat
5853,A-MFW-T71621-7.25-7-1/4,75d836b4-9121-4f72-999d-85caa6100b85,Y,T71621-7.25,T71621-7.25,,M&F Western Products,M&F Western Products,Hats - Straw,,41.95,,,7 1/4,Twister Hat
5854,A-MFW-T71621-7.125-7-1/8,7fa9046c-3631-4067-90cf-db152d86fcee,Y,T71621-7.125,T71621-7.125,,M&F Western Products,M&F Western Products,Hats - Straw,701340526136,41.95,,,7 1/8,Twister Hat
5855,A-MFW-T71621-7.125-7-1/8,7fa9046c-3631-4067-90cf-db152d86fcee,Y,T71621-7.125,T71621-7.125,,M&F Western Products,M&F Western Products,Hats - Straw,,41.95,,,7 1/8,Twister Hat
5856,A-MFW-T71621-6.75-6-3/4,a170d8aa-b260-4b8b-9a7b-6d80f80aa1ba,Y,T71621-6.75,T71621-6.75,,M&F Western Products,M&F Western Products,Hats - Straw,701340526105,41.95,,,6 3/4,Twister Hat
5857,A-MFW-T71270-7.625-7-5/8,b44d545c-8ca1-45e1-bf29-c21b0dc14a89,Y,T71270-7.625,T71270-7.625,,M&F Western Products,M&F Western Products,Hats - Straw,701340715172,61.95,,,7 5/8,Twister Hat
5858,A-MFW-T71270-7.5-7-1/2,de182c6a-c3ec-448c-b090-25f95160ff32,Y,T71270-7.5,T71270-7.5,,M&F Western Products,M&F Western Products,Hats - Straw,701340715165,61.95,,,7 1/2,Twister Hat
5864,A-MFW-T71270-6.75-6-3/4,5f1307f6-1d38-4940-b1b3-5b7f42a53fb4,Y,T71270-6.75,T71270-6.75,,M&F Western Products,M&F Western Products,Hats - Straw,701340715103,79.95,,,6 3/4,Twister Hat
5876,A-MFW-T71270-6.875-6-7/8,cd3bbeeb-8250-463d-ae19-48895c755ff5,Y,T71270-6.875,T71270-6.875,,M&F Western Products,M&F Western Products,,701340715110,61.95,,,6 7/8,Twister Hat
5877,A-MFW-T71621-6.875-6-7/8,2d685b6d-a8df-448f-8921-bc80a711ae83,Y,T71621-6.875,T71621-6.875,,M&F Western Products,M&F Western Products,Hats - Straw,701340526112,41.95,,,6 7/8,Twister Hat
5879,A-GEN-RSCOJO-CJ429676-NT-7-3/4,5880db9d-1011-4199-ae5d-7fecb4d68950,Y,RSCOJO-CJ429676,RSCOJO-CJ429676,,,Generic Supplier,Hats - Straw,883383865448,144.95,,Nat/Tan,7 3/4,CoJo Special Hat
5880,A-GEN-RSCOJO-CJ429674-NT-7-1/2,de8f695f-c954-43a4-b528-7c779fca5131,Y,RSCOJO-CJ429674,RSCOJO-CJ429674,,,Generic Supplier,Hats - Straw,883383865424,149.95,,Nat/Tan,7 1/2,CoJo Special Hat
5881,A-RHE-RSCOJO-CJ429675-NT-7-5/8,e5887637-dc93-4310-b6fc-61d9efd6dfec,Y,RSCOJO-CJ429675,RSCOJO-CJ429675,,RHE Hatco,"HATCO (RHE Hatco, Inc.)",Hats - Straw,883383865431,149.95,,Nat/Tan,7 5/8,CoJo Special Hat
5944,A-MFW-A73148-7.625-7-5/8,ad095afe-48d7-4d9c-9162-6b74851084d8,Y,A73148-7.625,A73148-7.625,,M&F Western Products,M&F Western Products,Hats - Straw,701340676745,90.95,,,7 5/8,A73148 Hat
5951,K-SMB-3164-C-PB-10-NA,fcb19609-55d4-4267-ad0a-d551e13f0645,Y,3164 C,3164,C,Smoky Mountain,Smoky Mountain Boots,Footwear - Boots,,45.97,,Purple Glitter/Brown Distress,10,Ariel
5967,K-SMB-3310-C-BP-9.5-NA,168f4e74-d4d0-4fba-aac3-a4f38591955c,Y,3310 C,3310,C,Smoky Mountain,Smoky Mountain Boots,Footwear - Boots,,46.97,,Brown Oil Distress/Pink,9.5,Jasmine
6005,K-MFW-A300081601-BG-Youth-OS,ec34c53a-8fac-4ddf-b48a-29b254ff78ed,Y,A300081601,A300081601,,M&F Western Products,M&F Western Products,Hats - ball,701340741621,32.95,,Black/Gray,Youth OS,Ariat Cap
6006,K-MFW-A300081706-GW-Youth-OS,35df0925-c858-4488-9427-24f0e354024d,Y,A300081706,A300081706,,M&F Western Products,M&F Western Products,Hats - ball,701340741638,32.95,,Gray/White,Youth OS,Ariat Cap
6007,A-MIN-MCC0606038-MUL-GW-OSFA,ecbc82c9-ca05-402b-91f1-fe817beb9159,Y,MCC0606038 MUL,MCC0606038,MUL,Cinch,Miller International,Hats - ball,192584576672,29.95,,Gray/White,OSFA,Cinch Cap
6009,A-CRU-CXX7207028-GRN-GRN-OSFA,76a037ef-ac03-41bd-9ae2-da3a7ee431d7,Y,CXX7207028 GRN,CXX7207028,GRN,Cruel Denim,Cruel Denim,,192584595420,29.95,,Green,OSFA,Cruel Denim
6010,W-CRU-CTW7501002-GRN-GRN-XS,a56735b6-3e58-4401-8e5c-17623d839244,Y,CTW7501002 GRN,CTW7501002,GRN,Cruel Denim,Cruel Denim,Apparel - Shirt,192584594522,65.95,,Green,XS,Cruel Girl Women's Solid Green Long Sleeve Shirt
6082,A-MIN-MWJ7480003-BLK-BLA-XL,21b52656-ddea-4780-a03d-eaa6e5f309ba,Y,MWJ7480003 BLK,MWJ7480003,BLK,Cinch,Miller International,,192584038811,79.95,,Black,XL,Cinch Apparel
6083,A-MIN-MWV7520002-BLK-BLA-XXL/16-18,803c89cc-335f-46ad-8a50-9d669fef1582,Y,MWV7520002 BLK,MWV7520002,BLK,Cinch,Miller International,,192584038767,69.95,,Black,XXL/16-18,Cinch Apparel
6084,A-MIN-MWJ7480003-BLK-BLA-XXL,681bea32-4edf-4fbe-b82f-db98a609817f,Y,MWJ7480003 BLK,MWJ7480003,BLK,Cinch,Miller International,,192584038828,79.95,,Black,XXL,Cinch Apparel
6085,M-MIN-MWJ7480003-BLK-BLA-L,775213dc-02e5-408e-8a38-c2247c6c5b80,Y,MWJ7480003 BLK,MWJ7480003,BLK,Cinch,Miller International,,192584036804,79.95,,Black,L,Cinch Apparel
6086,A-MIN-MWJ7480003-BLK-BLA-XS,d3ffb615-ea30-4167-a0fd-cc307caf2c4a,Y,MWJ7480003 BLK,MWJ7480003,BLK,Cinch,Miller International,,192584038774,79.95,,Black,XS,Cinch Apparel
6087,A-MIN-MWV7520002-BLK-BLA-XS/4-5,0740a801-5bc7-4994-bf17-f1c828ab6d1b,Y,MWV7520002 BLK,MWV7520002,BLK,Cinch,Miller International,,192584038712,69.95,,Black,XS/4-5,Cinch Apparel
6088,M-MIN-MWV7520002-BLK-BLA-XL/14,8a157380-b1dd-4303-96ae-d27a76847f58,Y,MWV7520002 BLK,MWV7520002,BLK,Cinch,Miller International,,192584038750,69.95,,Black,XL/14,Cinch Apparel
6096,K-KON-10PQJ136D-NA-3-6-MO.,c0a4b04e-02f7-400a-9aa0-398c39ddd919,Y,10PQJ136D,10PQJ136D,,Wrangler,Kontoor Brands,Apparel - Jeans,191056523466,26.95,,NA,3-6 MO.,Wrangler Jeans
6101,K-MIN-MTK7671094-GLD-GLD-4T,10fe1aba-064e-457a-815e-8cb1658c1797,Y,MTK7671094 GLD,MTK7671094,GLD,Cinch,Miller International,,192584504668,22.95,,GLD,4T,Cinch Apparel
6103,K-KON-10PQ1371D-0-3-MO-NA,149e442d-8a6f-48ff-a055-04822799f33d,Y,10PQ1371D,10PQ1371D,,Wrangler,Kontoor Brands,Apparel - Jeans,191056480110,27.95,,,0-3 MO,Wrangler Apparel
6104,K-KON-10PQ1371D-18-MO-NA,a172fd39-90df-4b41-a054-ec0f116e11fa,Y,10PQ1371D,10PQ1371D,,Wrangler,Kontoor Brands,,191056480158,27.95,,,18 MO,Wrangler Apparel
6105,K-KON-10PQ1371D-6-9-MO.-NA,38428156-fde4-48bd-b702-817183f0a91e,Y,10PQ1371D,10PQ1371D,,Wrangler,Kontoor Brands,,191056480134,27.95,,,6-9 MO.,Wrangler Apparel
6106,K-KON-10PQ1371D-3-6-MO-NA,6bc82eec-51dd-4b4d-9a10-add469806b39,Y,10PQ1371D,10PQ1371D,,Wrangler,Kontoor Brands,,191056480127,27.95,,,3-6 MO,Wrangler Apparel
6107,K-KON-10PQ1371D-12-MO.-NA,199c6b8b-5286-423e-8502-2607724aeada,Y,10PQ1371D,10PQ1371D,,Wrangler,Kontoor Brands,,191056480141,27.95,,,12 MO.,Wrangler Apparel
6108,K-KON-10PQ4165D-24-MO.,92065b12-d335-49a0-8fcc-2b6f11b9d50a,Y,10PQ4165D,10PQ4165D,,Wrangler,Kontoor Brands,,755107509788,27.95,,,24 MO.,Wrangler Apparel
6109,K-MIN-MTW7061390-PUR-PUR-4T,4a1d8cd4-625a-4b5b-8809-8f05224236ed,Y,MTW7061390 PUR,MTW7061390,PUR,Cinch,Miller International,Apparel - Western Shirt,,34.95,,PUR,4T,Cinch Shirt
6110,K-MIN-MTW7062390-PUR-PUR-12-18M,6ada6557-3243-4dcb-a9dc-43b0938f2a4a,Y,MTW7062390 PUR,MTW7062390,PUR,Cinch,Miller International,Apparel - Shirt,192584576603,32.95,,Purple,12-18M,Cinch Shirt
6113,K-MIN-MTW7061374-TUR-TUR-3T,e5cac340-bbce-47ee-a25d-facaa0ac6951,Y,MTW7061374 TUR,MTW7061374,TUR,Cinch,Miller International,Apparel - Shirt,192584538120,34.95,,Turquoise,3T,Cinch Shirt
6114,K-MIN-MTW7061374-TUR-TUR-4T,892af6f3-63a0-4911-be12-300dabda834b,Y,MTW7061374 TUR,MTW7061374,TUR,Cinch,Miller International,Apparel - Western Shirt,192584538137,34.95,,Turquoise,4T,Cinch Shirt
6115,K-MIN-MTW7062374-TUR-TUR-6-12M,fb0970aa-1e49-4017-a569-052ccf9f3f2d,Y,MTW7062374 TUR,MTW7062374,TUR,Cinch,Miller International,Apparel - Western Shirt,192584538069,32.95,,Turquoise,6-12M,Cinch Shirt
6123,W-MIN-MTW7060380-PNK-PNK-XS,a2807bfc-2a80-45eb-92a9-d9d052be813f,Y,MTW7060380 PNK,MTW7060380,PNK,Cinch,Miller International,Apparel - Western Shirt,192584556445,38.95,,Pink,XS,Cinch Shirt
6127,K-MIN-MTT7671097-BLK-BLA-2T,58d309dc-09a9-4885-b6e3-5c41241a9cb3,Y,MTT7671097 BLK,MTT7671097,BLK,Cinch,Miller International,Apparel - Western Shirt,192584538144,24.95,,Black,2T,Cinch Shirt
6136,A-MIN-MTW7060381-PUR-PUR-XS,5c930e86-8638-4464-b484-dc873d3edbe1,Y,MTW7060381 PUR,MTW7060381,PUR,Cinch,Miller International,Apparel - Western Shirt,192584556766,38.95,,Purple,XS,Cinch Shirt
6174,A-MIN-MWK7590018-BLK-BLA-L,93f6ebf7-4ca1-49bf-b220-3fe34d2f6430,Y,MWK7590018 BLK,MWK7590018,BLK,Cinch,Miller International,,192584506037,49.95,,Black,L,Cinch Jeans
6178,W-MIN-MSW9164027-BLK-BLA-L,e1e32447-2a17-47ca-8e3d-230012c462aa,Y,MSW9164027 BLK,MSW9164027,BLK,Cinch,Miller International,,192584059816,59.95,,Black,L,Cinch Women's Weave Pocket Long Sleeve Button Down Western Shirt
6187,B-MIN-MTW7060381-PUR-PUR-L,b6fb8747-cc3f-40cc-99f1-e24ea1c38b1d,Y,MTW7060381 PUR,MTW7060381,PUR,Cinch,Miller International,Apparel - Western Shirt,192584556797,38.95,,Purple,L,Cinch Shirt
6188,B-MIN-MTW7060374-TUR-TUR-L,d8ebf1b9-3dd9-4ea7-beb0-8078dbd6c898,Y,MTW7060374 TUR,MTW7060374,TUR,Cinch,Miller International,Apparel - Western Shirt,192584538267,39.95,,Turquoise,L,Cinch Shirt
6202,B-MIN-MTT7670137-BRN-BRO-XL,5ed4842a-61b4-40ab-bd61-53b9ead3644c,Y,MTT7670137 BRN,MTT7670137,BRN,Cinch,Miller International,Apparel - T-Shirt,192584449167,21.95,,Brown,XL,Cinch Shirt
6207,B-MIN-MTW7060374-TUR-TUR-XXL,cfdd130a-2a40-4329-9b93-7a5d6dccb0f5,Y,MTW7060374 TUR,MTW7060374,TUR,Cinch,Miller International,Apparel - Western Shirt,192584538281,39.95,,Turquoise,XXL,Cinch Shirt
6209,B-MIN-MWK7590020-BRN-BRN-XXL,c1ac33d6-ee7c-476d-a8cb-34a352696618,Y,MWK7590020 BRN,MWK7590020,BRN,Cinch,Miller International,Apparel - Mid Layer,192584576245,54.95,,BRN,XXL,Boy's Polar Fleece Pullover
6210,B-MIN-MTT7670153-KHA-KHA-XL,07d57fd4-87cc-4db7-8c56-7f9e879564bd,Y,MTT7670153 KHA,MTT7670153,KHA,Cinch,Miller International,Apparel - T-Shirt,192584535938,21.95,,Khaki,XL,Cinch Shirt
6220,B-KON-10PQJ136D-DAR-6-9-MO.,848a756f-c497-4c0a-b610-77b63979be4c,Y,10PQJ136D,10PQJ136D,,Wrangler,Kontoor Brands,Apparel - Jeans,191056523473,26.95,,Dark Blue,6-9 MO.,Wrangler Jeans
6221,K-KON-10PQJ113D-3-6-MO.,41d8024a-77d7-45f3-a54b-96055b4d56e6,Y,10PQJ113D,10PQJ113D,,Wrangler,Kontoor Brands,Apparel - Jeans,191056523374,26.95,,,3-6 MO.,Wrangler Jeans
6228,K-KON-10PQJ113D-0-3-MO.,203826a4-472d-4fe9-bb47-ac6c7276846e,Y,10PQJ113D,10PQJ113D,,Wrangler,Kontoor Brands,Apparel - Jeans,191056523367,26.95,,,0-3 MO.,Wrangler Jeans
6230,G-CRU-CTK8860008-GRN-NA-2T,fc3b3489-0f5b-423d-ba52-a273f57920bb,Y,CTK8860008 GRN,CTK8860008,GRN,Cruel Girls,Cruel Girls,Apparel - T-Shirt,192584618013,26.95,,NA,2T,Cruel Girls Graphic Tee
6231,G-CRU-CTK8860008-GRN-NA-3T,b069f2e1-3e9b-4da6-a844-aa822ed3ebed,Y,CTK8860008 GRN,CTK8860008,GRN,Cruel Girls,Cruel Girls,Apparel - T-Shirt,192584618020,26.95,,NA,3T,Cruel Girls Graphic Tee
6238,G-CRU-CTW3370028-RED-RED-XS/4-5,fa4a7787-a97b-4ea2-9967-f44d726ba34b,Y,CTW3370028 RED,CTW3370028,RED,Cruel Girls,Cruel Girls,Apparel - Western Shirt,192584557671,38.95,,Red,XS/4-5,Cruel Girls Shirt
6256,G-CRU-CTK8990004-GRN-NA-XS/4-5,ed868a6b-7f28-48d6-af34-0305361513aa,Y,CTK8990004 GRN,CTK8990004,GRN,Cruel Girls,Cruel Girls,Apparel - T-Shirt,192584524192,29.95,,NA,XS/4-5,Cruel Girls Graphic Tee
6257,G-CRU-CTW3120002-TUR-TUR-XS,9cbeeb1a-ab7f-4f25-903b-8c4ef970c640,Y,CTW3120002 TUR,CTW3120002,TUR,Cruel Girls,Cruel Girls,Apparel - Western Shirt,192584557558,38.95,,Turquoise,XS,Cruel Girls Shirt
6260,G-CRU-CTW3120001-PUR-PUR-XS/4-5,9cde258f-ad85-434d-916d-05300a26024a,Y,CTW3120001 PUR,CTW3120001,PUR,Cruel Girls,Cruel Girls,Apparel - Western Shirt,192584557732,38.95,,Purple,XS/4-5,Cruel Girls Shirt
6262,B-MIN-MTW7060374-TUR-TUR-XS,66d07fbb-00eb-4092-84df-b35768ea3c9d,Y,MTW7060374 TUR,MTW7060374,TUR,Cinch,Miller International,Apparel - Western Shirt,192584538236,39.95,,Turquoise,XS,Cinch Shirt
6263,G-CRU-CTK8890003-WHT-WHI-XS/4-5,2d7e5343-4978-4caf-a2fe-56d01d7cb1de,Y,CTK8890003 WHT,CTK8890003,WHT,Cruel Girls,Cruel Girls,Apparel - Western Shirt,192584617672,34.95,,White,XS/4-5,Cruel Girls Henley Top
6264,G-CRU-CTW3370028-RED-RED-S/6-7,fe60dadd-f41e-4cc3-8480-0ac6d3e5d51d,Y,CTW3370028 RED,CTW3370028,RED,Cruel Girls,Cruel Girls,Apparel - Western Shirt,192584557688,38.95,,Red,S/6-7,Cruel Girls Shirt
6277,G-CRU-CTK8890003-WHT-WHI-S/6-7,89b8f1af-7af9-4912-b737-1382b9b37210,Y,CTK8890003 WHT,CTK8890003,WHT,Cruel Girls,Cruel Girls,Apparel - Western Shirt,192584617689,34.95,,White,S/6-7,Cruel Girls Henley Top
6290,G-CRU-CTK8990004-GRN-GRN-M/8,e878d288-c8a3-43a9-b9d9-323009c24030,Y,CTK8990004 GRN,CTK8990004,GRN,Cruel Girls,Cruel Girls,Apparel - T-Shirt,192584524215,29.95,,GRN,M/8,Cruel Girls Graphic Tee
6291,G-CRU-CTK8990004-GRN-GRN-M/8,e878d288-c8a3-43a9-b9d9-323009c24030,Y,CTK8990004 GRN,CTK8990004,GRN,Cruel Girls,Cruel Girls,Apparel - T-Shirt,,29.95,,Green,M/8,Cruel Girls Graphic Tee
6300,K-CR-69119009284-WG-8.0-Calf-Rope,5b14149b-7722-46ef-a50c-2bb23a8d850b,Y,69119009284,69119009284,,Cactus Ropes,Cactus Ropes,Equestrian - Ropes,69119009284,47.95,,White/Green,8.0 Calf Rope,Hooey Youth Rope
6307,G-CRU-CTW3390002-COR-COR-L/10,f06a3516-7dca-4331-8ed1-9bc07c3c070a,Y,CTW3390002 COR,CTW3390002,COR,Cruel Girls,Cruel Girls,Apparel - Western Shirt,192584596137,38.95,,Coral,L/10,Cruel Girls Shirt
6316,G-CRU-CTK8990004-GRN-GRN-L/10,74d6f4f2-5ef1-4c5a-bd11-9aa34490a5d0,Y,CTK8990004 GRN,CTK8990004,GRN,Cruel Girls,Cruel Girls,,192584524222,29.95,,Green,L/10,Cruel Girls Graphic Tee
6326,G-CRU-CTW3370028-RED-RED-XL/12,4cb1a711-9d6c-4eb5-9f9e-9210d1bb55f4,Y,CTW3370028 RED,CTW3370028,RED,Cruel Girls,Cruel Girls,Apparel - Western Shirt,192584557718,38.95,,Red,XL/12,Cruel Girls Shirt
6333,B-MIN-MTW7060026-PNK-PNK-XXL,3870850d-cd82-4c96-92cc-7cdaf0b5f1e6,Y,MTW7060026 PNK,MTW7060026,PNK,Cinch,Miller International,Apparel - Western Shirt,192584064803,38.95,,Pink,XXL,Cinch Shirt
6334,G-CRU-CTW3120001-PUR-PUR-XXL/14-16,65c191de-4a72-43f1-b74f-599848e20385,Y,CTW3120001 PUR,CTW3120001,PUR,Cruel Girls,Cruel Girls,Apparel - Western Shirt,192584557787,38.95,,Purple,XXL/14-16,Cruel Girls Shirt
6340,G-CRU-CTW3120002-TUR-TUR-XXL/14-16,f0eaad8a-46ef-4cb6-8153-9a109a4265ce,Y,CTW3120002 TUR,CTW3120002,TUR,Cruel Girls,Cruel Girls,Apparel - Western Shirt,192584557602,38.95,,Turquoise,XXL/14-16,Cruel Girls Shirt
6363,A-GEN-1/4-XS,fabbf49a-2e72-4860-9ba8-9fa09b5bfb03,Y,1/4 XS,1/4,XS,,Generic Supplier,Equestrian - Rope,,21.95,,,,Piggin' Strings
6365,A-CR-HooCore-WG-10.5-CALF,56a81757-b7c4-4d27-8db9-182c5493b31a,Y,HooCore,HooCore,,Cactus Ropes,Cactus Ropes,Equestrian - Ropes,691119009246,53.95,,White/Green,10.5 CALF,Hooey 10.5 Calf Rope
6376,A-CR-691119004142-ASS-Goat-Tying,4314cbf6-5ea5-4909-891f-55a77b60fe98,Y,691119004142,691119004142,,Cactus Ropes,Cactus Ropes,Equestrian - Ropes,691119004142,28.95,,Assorted Colors,Goat Tying,Goat Tying Strings
6383,A-CR-691119001837-Pee-Wee,e4863842-8fc7-4582-9dac-69d0c3e802ba,Y,691119001837,691119001837,,Cactus Ropes,Cactus Ropes,Equestrian - Ropes,691119001837,21.95,,,Pee Wee,Cactus Pee Wee Ropes
6391,W-MIN-MSW9162005-LIL-LIG-XXL,511f31ef-46d3-4703-9c67-472706e4c78e,Y,MSW9162005 LIL,MSW9162005,LIL,Cinch,Miller International,Apparel - Western Shirt,192584638929,69.95,,Light Lilac,XXL,Cinch SS Arenaflex Shirt
6392,W-MIN-MSW9162005-LIL-LIG-XL,cc4a4a96-ea07-405c-acc4-f67513bc84f5,Y,MSW9162005 LIL,MSW9162005,LIL,Cinch,Miller International,Apparel - Western Shirt,192584638912,69.95,,Light Lilac,XL,Cinch SS Arenaflex Shirt
6393,W-MIN-MSW9162005-LIL-LIG-L,3cb7aa6c-36fa-47f2-9a03-95890b0ef379,Y,MSW9162005 LIL,MSW9162005,LIL,Cinch,Miller International,Apparel - Western Shirt,192584638905,69.95,,Light Lilac,L,Cinch SS Arenaflex Shirt
6394,W-MIN-MSW9162005-LIL-LIG-M,abf1f6b4-3bfc-4ce1-b707-8eedab6977b5,Y,MSW9162005 LIL,MSW9162005,LIL,Cinch,Miller International,Apparel - Western Shirt,192584638899,69.95,,Light Lilac,M,Cinch SS Arenaflex Shirt
6395,W-MIN-MSW9162005-LIL-LIG-S,f1da2708-93a2-46c7-ba66-26bfab905f1e,Y,MSW9162005 LIL,MSW9162005,LIL,Cinch,Miller International,Apparel - Western Shirt,192584638882,69.95,,Light Lilac,S,Cinch SS Arenaflex Shirt
6396,W-MIN-MSW9162005-LIL-LIG-XS,8fca66ad-05df-4d3b-a129-cf3a1a392a92,Y,MSW9162005 LIL,MSW9162005,LIL,Cinch,Miller International,Apparel - Western Shirt,1925884638875,69.95,,Light Lilac,XS,Cinch SS Arenaflex Shirt
6397,W-MIN-MSW9164269-PNK-DAR-XS,ffb2ef78-8622-4f25-9615-6735a57cc3ce,Y,MSW9164269 PNK,MSW9164269,PNK,Cinch,Miller International,Apparel - Western Shirt,192584638097,69.95,,Dark Pink,XS,Cinch LS Arenaflex Shirt
6398,W-MIN-MSW9164269-PNK-DAR-XXL,9c2099b0-7310-40de-8760-37303592cb4d,Y,MSW9164269 PNK,MSW9164269,PNK,Cinch,Miller International,Apparel - Western Shirt,192584638141,69.95,,Dark Pink,XXL,Cinch LS Arenaflex Shirt
6399,W-MIN-MSW9164269-PNK-DAR-XL,fef023a8-084e-4f2a-925f-0cfeab78d515,Y,MSW9164269 PNK,MSW9164269,PNK,Cinch,Miller International,Apparel - Western Shirt,192584638134,69.95,,Dark Pink,XL,Cinch LS Arenaflex Shirt
6400,W-MIN-MSW9164269-PNK-DAR-L,9e800e7f-524c-485c-b0a8-9ae63a28e2ef,Y,MSW9164269 PNK,MSW9164269,PNK,Cinch,Miller International,Apparel - Western Shirt,192584638127,69.95,,Dark Pink,L,Cinch LS Arenaflex Shirt
